plasmid_id	orf_id	start	end	strand	COG_category	COG_description	Domains	AMR_class	AMR_mechanism	AMR_gene	AMR_identity
SRR23967295_RNODE_665_length_41321_cov_11.24980	SRR23967295_RNODE_665_length_41321_cov_11.24980_80	46286	51130	-1	S	tape measure protein	Coil|Coil;PF20155|Tape measure protein;SSF58104|Methyl-accepting chemotaxis protein (MCP) signaling domain;TIGR02675|JCVI: tape measure domain;mobidb-lite|consensus disorder prediction				
SRR23967295_RNODE_665_length_41321_cov_11.24980	SRR23967295_RNODE_665_length_41321_cov_11.24980_81	51175	51345	-1							
SRR23967295_RNODE_665_length_41321_cov_11.24980	SRR23967295_RNODE_665_length_41321_cov_11.24980_82	51528	51938	-1							
SRR23967295_RNODE_665_length_41321_cov_11.24980	SRR23967295_RNODE_665_length_41321_cov_11.24980_83	52071	52730	1	-	-	G3DSA:3.30.730.10|AP2/ERF domain;SSF54171|DNA-binding domain				
SRR23967295_RNODE_665_length_41321_cov_11.24980	SRR23967295_RNODE_665_length_41321_cov_11.24980_84	52746	53189	-1			G3DSA:4.10.410.40|-				
SRR23967295_RNODE_665_length_41321_cov_11.24980	SRR23967295_RNODE_665_length_41321_cov_11.24980_85	53227	53634	-1	S	Bacteriophage related domain of unknown function	G3DSA:3.30.2000.20|-;PF13554|Bacteriophage related domain of unknown function				
SRR23967295_RNODE_665_length_41321_cov_11.24980	SRR23967295_RNODE_665_length_41321_cov_11.24980_86	53741	53947	1							
SRR23967295_RNODE_665_length_41321_cov_11.24980	SRR23967295_RNODE_665_length_41321_cov_11.24980_87	53965	54375	-1	-	-					
SRR23967295_RNODE_665_length_41321_cov_11.24980	SRR23967295_RNODE_665_length_41321_cov_11.24980_88	54462	54668	1							
SRR23967295_RNODE_665_length_41321_cov_11.24980	SRR23967295_RNODE_665_length_41321_cov_11.24980_89	54665	54820	1							
SRR23967295_RNODE_665_length_41321_cov_11.24980	SRR23967295_RNODE_665_length_41321_cov_11.24980_90	54840	55187	-1							
SRR23967295_RNODE_665_length_41321_cov_11.24980	SRR23967295_RNODE_665_length_41321_cov_11.24980_91	55293	55775	1	-	-	G3DSA:3.30.730.10|AP2/ERF domain;SSF54171|DNA-binding domain				
SRR23967295_RNODE_665_length_41321_cov_11.24980	SRR23967295_RNODE_665_length_41321_cov_11.24980_92	55880	56155	1							
SRR23967295_RNODE_665_length_41321_cov_11.24980	SRR23967295_RNODE_665_length_41321_cov_11.24980_93	56168	56350	1							
SRR23967295_RNODE_665_length_41321_cov_11.24980	SRR23967295_RNODE_665_length_41321_cov_11.24980_94	56363	56818	-1	-	-	PF20557|Putative DnaT-like ssDNA binding protein				
SRR23967295_RNODE_665_length_41321_cov_11.24980	SRR23967295_RNODE_665_length_41321_cov_11.24980_95	56942	57559	1	L	DNA (cytosine-5-)-methyltransferase activity	G3DSA:3.40.50.150|Vaccinia Virus protein VP39;SSF53335|S-adenosyl-L-methionine-dependent methyltransferases				
SRR23967295_RNODE_665_length_41321_cov_11.24980	SRR23967295_RNODE_665_length_41321_cov_11.24980_96	57610	57738	-1			mobidb-lite|consensus disorder prediction				
SRR23967295_RNODE_665_length_41321_cov_11.24980	SRR23967295_RNODE_665_length_41321_cov_11.24980_97	57750	58760	-1	S	viral capsid					
SRR23967295_RNODE_665_length_41321_cov_11.24980	SRR23967295_RNODE_665_length_41321_cov_11.24980_98	58763	59356	-1	-	-	Coil|Coil				
SRR23967295_RNODE_665_length_41321_cov_11.24980	SRR23967295_RNODE_665_length_41321_cov_11.24980_99	59486	59722	1	-	-					
SRR23967295_RNODE_665_length_41321_cov_11.24980	SRR23967295_RNODE_665_length_41321_cov_11.24980_100	59834	60118	1							
SRR23967295_RNODE_665_length_41321_cov_11.24980	SRR23967295_RNODE_665_length_41321_cov_11.24980_101	60120	60437	1							
SRR23967295_RNODE_665_length_41321_cov_11.24980	SRR23967295_RNODE_665_length_41321_cov_11.24980_102	60504	61523	-1	S	Phage Mu protein F like protein	TIGR01641|JCVI: minor capsid protein				
SRR23967295_RNODE_665_length_41321_cov_11.24980	SRR23967295_RNODE_665_length_41321_cov_11.24980_103	61650	62711	1	H	C-5 cytosine-specific DNA methylase	G3DSA:3.40.50.150|Vaccinia Virus protein VP39;G3DSA:3.90.120.10|DNA Methylase, subunit A, domain 2;PF00145|C-5 cytosine-specific DNA methylase;PR00105|Cytosine-specific DNA methyltransferase signature;PS00094|C-5 cytosine-specific DNA methylases active site.;PS51679|C-5 cytosine-specific DNA methylase (Dnmt) domain profile.;PTHR10629|CYTOSINE-SPECIFIC METHYLTRANSFERASE;SSF53335|S-adenosyl-L-methionine-dependent methyltransferases;TIGR00675|JCVI: DNA (cytosine-5-)-methyltransferase				
SRR23967295_RNODE_666_length_6648_cov_5.18175	SRR23967295_RNODE_666_length_6648_cov_5.18175_4	5662	7863	-1	O	K02A2.6-like	G3DSA:1.10.340.70|-;G3DSA:3.30.420.10|-;G3DSA:3.30.70.270|-;PF17917|RNase H-like domain found in reverse transcriptase;PF17921|Integrase zinc binding domain;PS50994|Integrase catalytic domain profile.;PTHR33064|POL PROTEIN;SSF53098|Ribonuclease H-like;SSF54160|Chromo domain-like;SSF56672|DNA/RNA polymerases;cd09274|RNase_HI_RT_Ty3				
SRR23967295_RNODE_666_length_6648_cov_5.18175	SRR23967295_RNODE_666_length_6648_cov_5.18175_5	7824	8096	-1	G	multicellular organism development	G3DSA:3.10.10.10|HIV Type 1 Reverse Transcriptase, subunit A, domain 1;G3DSA:3.30.70.270|-;PF00078|Reverse transcriptase (RNA-dependent DNA polymerase);PTHR33064|POL PROTEIN;SSF56672|DNA/RNA polymerases;cd01647|RT_LTR				
SRR23967295_RNODE_666_length_6648_cov_5.18175	SRR23967295_RNODE_666_length_6648_cov_5.18175_6	8171	11206	-1			G3DSA:2.40.70.10|Acid Proteases;PS00141|Eukaryotic and viral aspartyl proteases active site.;PS50175|Aspartyl protease, retroviral-type family profile.;SSF50630|Acid proteases;mobidb-lite|consensus disorder prediction				
SRR23967295_RNODE_667_length_18737_cov_8.63815	SRR23967295_RNODE_667_length_18737_cov_8.63815_5	11871	16826	1	L	K02A2.6-like	G3DSA:2.40.70.10|Acid Proteases;G3DSA:3.10.10.10|HIV Type 1 Reverse Transcriptase, subunit A, domain 1;G3DSA:3.30.420.10|-;G3DSA:3.30.70.270|-;PF00078|Reverse transcriptase (RNA-dependent DNA polymerase);PF17917|RNase H-like domain found in reverse transcriptase;PS50878|Reverse transcriptase (RT) catalytic domain profile.;PS50994|Integrase catalytic domain profile.;PTHR33064|POL PROTEIN;SSF53098|Ribonuclease H-like;SSF56672|DNA/RNA polymerases;cd00303|retropepsin_like;cd01647|RT_LTR;cd09274|RNase_HI_RT_Ty3;mobidb-lite|consensus disorder prediction				
SRR23967295_RNODE_667_length_18737_cov_8.63815	SRR23967295_RNODE_667_length_18737_cov_8.63815_6	18252	21611	1			Coil|Coil;PF12259|Baculovirus F protein				
SRR23967295_RNODE_667_length_18737_cov_8.63815	SRR23967295_RNODE_667_length_18737_cov_8.63815_7	21704	22948	1			mobidb-lite|consensus disorder prediction				
SRR23967295_RNODE_667_length_18737_cov_8.63815	SRR23967295_RNODE_667_length_18737_cov_8.63815_8	22941	26111	1			PTHR48125|LP07818P1;mobidb-lite|consensus disorder prediction				
SRR23967295_RNODE_667_length_18737_cov_8.63815	SRR23967295_RNODE_667_length_18737_cov_8.63815_9	27537	30665	1			Coil|Coil;mobidb-lite|consensus disorder prediction				
SRR23967295_RNODE_668_length_3157_cov_3.77924	SRR23967295_RNODE_668_length_3157_cov_3.77924_3	2022	4541	1	M	COG3209 Rhs family protein	G3DSA:2.180.10.10|-;PTHR32305|-;TIGR03696|JCVI: RHS repeat-associated core domain				
SRR23967295_RNODE_668_length_3157_cov_3.77924	SRR23967295_RNODE_668_length_3157_cov_3.77924_4	4561	5001	1	-	-	SSF49464|Carboxypeptidase regulatory domain-like				
SRR23967295_RNODE_669_length_4280_cov_18.62963	SRR23967295_RNODE_669_length_4280_cov_18.62963_4	2579	2737	1							
SRR23967295_RNODE_669_length_4280_cov_18.62963	SRR23967295_RNODE_669_length_4280_cov_18.62963_5	2730	4241	1	-	-	PF01446|Replication protein;mobidb-lite|consensus disorder prediction				
SRR23967295_RNODE_669_length_4280_cov_18.62963	SRR23967295_RNODE_669_length_4280_cov_18.62963_6	4291	4917	-1	S	Plasmid replication region DNA-binding N-term	Coil|Coil;PF11740|Plasmid replication region DNA-binding N-term;mobidb-lite|consensus disorder prediction				
SRR23967295_RNODE_669_length_4280_cov_18.62963	SRR23967295_RNODE_669_length_4280_cov_18.62963_7	4985	5830	-1							
SRR23967295_RNODE_669_length_4280_cov_18.62963	SRR23967295_RNODE_669_length_4280_cov_18.62963_8	5925	6500	1			mobidb-lite|consensus disorder prediction				
SRR23967295_RNODE_66_length_2600_cov_5.52380	SRR23967295_RNODE_66_length_2600_cov_5.52380_3	1512	1703	-1							
SRR23967295_RNODE_66_length_2600_cov_5.52380	SRR23967295_RNODE_66_length_2600_cov_5.52380_4	2632	3420	-1							
SRR23967295_RNODE_66_length_2600_cov_5.52380	SRR23967295_RNODE_66_length_2600_cov_5.52380_5	3572	3745	-1							
SRR23967295_RNODE_670_length_4413_cov_12.79595	SRR23967295_RNODE_670_length_4413_cov_12.79595_4	2606	3583	-1	Q	Resolvase, N terminal domain	Coil|Coil;PF11740|Plasmid replication region DNA-binding N-term;mobidb-lite|consensus disorder prediction				
SRR23967295_RNODE_670_length_4413_cov_12.79595	SRR23967295_RNODE_670_length_4413_cov_12.79595_5	3709	4602	-1			PF13814|Replication-relaxation;mobidb-lite|consensus disorder prediction				
SRR23967295_RNODE_670_length_4413_cov_12.79595	SRR23967295_RNODE_670_length_4413_cov_12.79595_6	5237	5359	-1							
SRR23967295_RNODE_670_length_4413_cov_12.79595	SRR23967295_RNODE_670_length_4413_cov_12.79595_7	5651	6967	1	-	-	PF01446|Replication protein;mobidb-lite|consensus disorder prediction				
SRR23967295_RNODE_672_length_8792_cov_17.32610	SRR23967295_RNODE_672_length_8792_cov_17.32610_3	12077	17584	-1	U	Passenger-associated-transport-repeat	PF12951|Passenger-associated-transport-repeat;SSF51126|Pectin lyase-like;TIGR02601|JCVI: autotransporter-associated beta strand repeat				
SRR23967295_RNODE_673_length_34485_cov_29.58571	SRR23967295_RNODE_673_length_34485_cov_29.58571_25	17407	17952	-1							
SRR23967295_RNODE_673_length_34485_cov_29.58571	SRR23967295_RNODE_673_length_34485_cov_29.58571_26	18027	18998	-1							
SRR23967295_RNODE_673_length_34485_cov_29.58571	SRR23967295_RNODE_673_length_34485_cov_29.58571_27	19021	19806	-1			Coil|Coil				
SRR23967295_RNODE_673_length_34485_cov_29.58571	SRR23967295_RNODE_673_length_34485_cov_29.58571_28	19881	21428	-1	L	Putative phage serine protease XkdF	PF14550|Putative phage serine protease XkdF;mobidb-lite|consensus disorder prediction				
SRR23967295_RNODE_673_length_34485_cov_29.58571	SRR23967295_RNODE_673_length_34485_cov_29.58571_29	21446	21577	-1			mobidb-lite|consensus disorder prediction				
SRR23967295_RNODE_673_length_34485_cov_29.58571	SRR23967295_RNODE_673_length_34485_cov_29.58571_30	21581	23893	-1	D	Phage tail tape measure protein, TP901 family	Coil|Coil;mobidb-lite|consensus disorder prediction				
SRR23967295_RNODE_673_length_34485_cov_29.58571	SRR23967295_RNODE_673_length_34485_cov_29.58571_31	23914	26364	-1			PR01217|Proline rich extensin signature;PTHR24216|PAXILLIN-RELATED;mobidb-lite|consensus disorder prediction				
SRR23967295_RNODE_673_length_34485_cov_29.58571	SRR23967295_RNODE_673_length_34485_cov_29.58571_32	26390	26734	-1							
SRR23967295_RNODE_673_length_34485_cov_29.58571	SRR23967295_RNODE_673_length_34485_cov_29.58571_33	26753	27664	-1							
SRR23967295_RNODE_673_length_34485_cov_29.58571	SRR23967295_RNODE_673_length_34485_cov_29.58571_34	27675	31178	-1							
SRR23967295_RNODE_673_length_34485_cov_29.58571	SRR23967295_RNODE_673_length_34485_cov_29.58571_35	31182	32759	-1							
SRR23967295_RNODE_673_length_34485_cov_29.58571	SRR23967295_RNODE_673_length_34485_cov_29.58571_36	32761	33291	-1							
SRR23967295_RNODE_673_length_34485_cov_29.58571	SRR23967295_RNODE_673_length_34485_cov_29.58571_37	33293	33583	-1							
SRR23967295_RNODE_673_length_34485_cov_29.58571	SRR23967295_RNODE_673_length_34485_cov_29.58571_38	33585	34427	-1			PF21722|Glycine-rich domain;mobidb-lite|consensus disorder prediction				
SRR23967295_RNODE_673_length_34485_cov_29.58571	SRR23967295_RNODE_673_length_34485_cov_29.58571_39	34429	39792	-1							
SRR23967295_RNODE_673_length_34485_cov_29.58571	SRR23967295_RNODE_673_length_34485_cov_29.58571_40	39816	40787	-1							
SRR23967295_RNODE_673_length_34485_cov_29.58571	SRR23967295_RNODE_673_length_34485_cov_29.58571_41	40945	41685	-1							
SRR23967295_RNODE_673_length_34485_cov_29.58571	SRR23967295_RNODE_673_length_34485_cov_29.58571_42	41682	42143	-1	-	-					
SRR23967295_RNODE_673_length_34485_cov_29.58571	SRR23967295_RNODE_673_length_34485_cov_29.58571_43	42199	43563	-1	S	Phage terminase large subunit	G3DSA:3.30.420.240|-;G3DSA:3.40.50.300|-;PF04466|Phage terminase large subunit				
SRR23967295_RNODE_673_length_34485_cov_29.58571	SRR23967295_RNODE_673_length_34485_cov_29.58571_44	43505	43708	-1			mobidb-lite|consensus disorder prediction				
SRR23967295_RNODE_673_length_34485_cov_29.58571	SRR23967295_RNODE_673_length_34485_cov_29.58571_45	43772	44176	-1							
SRR23967295_RNODE_673_length_34485_cov_29.58571	SRR23967295_RNODE_673_length_34485_cov_29.58571_46	44176	44439	-1							
SRR23967295_RNODE_673_length_34485_cov_29.58571	SRR23967295_RNODE_673_length_34485_cov_29.58571_47	44451	44555	-1			mobidb-lite|consensus disorder prediction				
SRR23967295_RNODE_673_length_34485_cov_29.58571	SRR23967295_RNODE_673_length_34485_cov_29.58571_48	44555	45073	-1							
SRR23967295_RNODE_673_length_34485_cov_29.58571	SRR23967295_RNODE_673_length_34485_cov_29.58571_49	45057	45320	-1							
SRR23967295_RNODE_673_length_34485_cov_29.58571	SRR23967295_RNODE_673_length_34485_cov_29.58571_50	45302	45565	-1			G3DSA:1.10.10.10|-				
SRR23967295_RNODE_673_length_34485_cov_29.58571	SRR23967295_RNODE_673_length_34485_cov_29.58571_51	46058	46546	-1							
SRR23967295_RNODE_673_length_34485_cov_29.58571	SRR23967295_RNODE_673_length_34485_cov_29.58571_52	46599	46781	-1							
SRR23967295_RNODE_673_length_34485_cov_29.58571	SRR23967295_RNODE_673_length_34485_cov_29.58571_53	46823	47032	-1							
SRR23967295_RNODE_673_length_34485_cov_29.58571	SRR23967295_RNODE_673_length_34485_cov_29.58571_54	47025	47345	-1			Coil|Coil				
SRR23967295_RNODE_673_length_34485_cov_29.58571	SRR23967295_RNODE_673_length_34485_cov_29.58571_55	47424	47726	1							
SRR23967295_RNODE_673_length_34485_cov_29.58571	SRR23967295_RNODE_673_length_34485_cov_29.58571_56	47763	48017	1							
SRR23967295_RNODE_673_length_34485_cov_29.58571	SRR23967295_RNODE_673_length_34485_cov_29.58571_57	48104	48511	1			Coil|Coil				
SRR23967295_RNODE_673_length_34485_cov_29.58571	SRR23967295_RNODE_673_length_34485_cov_29.58571_58	48907	49131	-1							
SRR23967295_RNODE_673_length_34485_cov_29.58571	SRR23967295_RNODE_673_length_34485_cov_29.58571_59	49131	49385	-1	-	-	Coil|Coil				
SRR23967295_RNODE_673_length_34485_cov_29.58571	SRR23967295_RNODE_673_length_34485_cov_29.58571_60	49401	50021	-1	-	-					
SRR23967295_RNODE_673_length_34485_cov_29.58571	SRR23967295_RNODE_673_length_34485_cov_29.58571_61	50029	51384	-1	S	Phage portal protein	PF04860|Phage portal protein				
SRR23967295_RNODE_673_length_34485_cov_29.58571	SRR23967295_RNODE_673_length_34485_cov_29.58571_62	51386	51757	-1							
SRR23967295_RNODE_674_length_9996_cov_6.75435	SRR23967295_RNODE_674_length_9996_cov_6.75435_14	5393	5704	1			mobidb-lite|consensus disorder prediction				
SRR23967295_RNODE_674_length_9996_cov_6.75435	SRR23967295_RNODE_674_length_9996_cov_6.75435_15	5716	5997	1	-	-					
SRR23967295_RNODE_674_length_9996_cov_6.75435	SRR23967295_RNODE_674_length_9996_cov_6.75435_16	6002	6187	1							
SRR23967295_RNODE_674_length_9996_cov_6.75435	SRR23967295_RNODE_674_length_9996_cov_6.75435_17	6184	6363	1							
SRR23967295_RNODE_674_length_9996_cov_6.75435	SRR23967295_RNODE_674_length_9996_cov_6.75435_18	6360	6515	1							
SRR23967295_RNODE_674_length_9996_cov_6.75435	SRR23967295_RNODE_674_length_9996_cov_6.75435_19	6491	6667	1			mobidb-lite|consensus disorder prediction				
SRR23967295_RNODE_674_length_9996_cov_6.75435	SRR23967295_RNODE_674_length_9996_cov_6.75435_20	7316	7540	1			mobidb-lite|consensus disorder prediction				
SRR23967295_RNODE_674_length_9996_cov_6.75435	SRR23967295_RNODE_674_length_9996_cov_6.75435_21	7537	9459	1	S	Bacteriophage replication gene A protein (GPA)	Coil|Coil;PF05840|Bacteriophage replication gene A protein (GPA);mobidb-lite|consensus disorder prediction				
SRR23967295_RNODE_674_length_9996_cov_6.75435	SRR23967295_RNODE_674_length_9996_cov_6.75435_22	9541	9864	1			mobidb-lite|consensus disorder prediction				
SRR23967295_RNODE_674_length_9996_cov_6.75435	SRR23967295_RNODE_674_length_9996_cov_6.75435_23	9861	10448	1	-	-	mobidb-lite|consensus disorder prediction				
SRR23967295_RNODE_674_length_9996_cov_6.75435	SRR23967295_RNODE_674_length_9996_cov_6.75435_24	10445	11056	1	S	COG0433 Predicted ATPase	G3DSA:3.40.50.300|-;SSF52540|P-loop containing nucleoside triphosphate hydrolases				
SRR23967295_RNODE_674_length_9996_cov_6.75435	SRR23967295_RNODE_674_length_9996_cov_6.75435_25	11185	11337	1							
SRR23967295_RNODE_674_length_9996_cov_6.75435	SRR23967295_RNODE_674_length_9996_cov_6.75435_26	11337	12161	1	-	-	G3DSA:2.60.120.730|-;PF18628|Viral coat protein P2 N-terminal domain				
SRR23967295_RNODE_674_length_9996_cov_6.75435	SRR23967295_RNODE_674_length_9996_cov_6.75435_27	12174	12419	1							
SRR23967295_RNODE_674_length_9996_cov_6.75435	SRR23967295_RNODE_674_length_9996_cov_6.75435_28	12490	12630	1							
SRR23967295_RNODE_674_length_9996_cov_6.75435	SRR23967295_RNODE_674_length_9996_cov_6.75435_29	12609	13001	1							
SRR23967295_RNODE_674_length_9996_cov_6.75435	SRR23967295_RNODE_674_length_9996_cov_6.75435_30	12998	13417	1			mobidb-lite|consensus disorder prediction				
SRR23967295_RNODE_674_length_9996_cov_6.75435	SRR23967295_RNODE_674_length_9996_cov_6.75435_31	13414	13992	1							
SRR23967295_RNODE_674_length_9996_cov_6.75435	SRR23967295_RNODE_674_length_9996_cov_6.75435_32	13996	14364	1	S	tail collar domain protein					
SRR23967295_RNODE_674_length_9996_cov_6.75435	SRR23967295_RNODE_674_length_9996_cov_6.75435_33	14369	14560	1	-	-					
SRR23967295_RNODE_674_length_9996_cov_6.75435	SRR23967295_RNODE_674_length_9996_cov_6.75435_34	14557	14718	1							
SRR23967295_RNODE_674_length_9996_cov_6.75435	SRR23967295_RNODE_674_length_9996_cov_6.75435_35	14715	15392	1	G	Phage lysozyme	G3DSA:1.10.530.10|-;SSF53955|Lysozyme-like;cd00736|lambda_lys-like				
SRR23967295_RNODE_675_length_59328_cov_17.82436	SRR23967295_RNODE_675_length_59328_cov_17.82436_39	31235	31888	-1	-	-					
SRR23967295_RNODE_675_length_59328_cov_17.82436	SRR23967295_RNODE_675_length_59328_cov_17.82436_40	31921	32100	-1							
SRR23967295_RNODE_675_length_59328_cov_17.82436	SRR23967295_RNODE_675_length_59328_cov_17.82436_41	32112	32723	-1	S	PFAM Glycoside hydrolase, family 19, catalytic	G3DSA:1.10.530.10|-;PF00182|Chitinase class I;PTHR34408|FAMILY PROTEIN, PUTATIVE-RELATED;SSF53955|Lysozyme-like				
SRR23967295_RNODE_675_length_59328_cov_17.82436	SRR23967295_RNODE_675_length_59328_cov_17.82436_42	32720	33226	-1			PS00018|EF-hand calcium-binding domain.;mobidb-lite|consensus disorder prediction				
SRR23967295_RNODE_675_length_59328_cov_17.82436	SRR23967295_RNODE_675_length_59328_cov_17.82436_43	33228	33785	-1			Coil|Coil				
SRR23967295_RNODE_675_length_59328_cov_17.82436	SRR23967295_RNODE_675_length_59328_cov_17.82436_44	33763	35385	-1	U	PFAM PKD domain	Coil|Coil;mobidb-lite|consensus disorder prediction				
SRR23967295_RNODE_675_length_59328_cov_17.82436	SRR23967295_RNODE_675_length_59328_cov_17.82436_45	35360	36289	-1	-	-	mobidb-lite|consensus disorder prediction				
SRR23967295_RNODE_675_length_59328_cov_17.82436	SRR23967295_RNODE_675_length_59328_cov_17.82436_46	36334	36498	-1							
SRR23967295_RNODE_675_length_59328_cov_17.82436	SRR23967295_RNODE_675_length_59328_cov_17.82436_47	36498	36851	-1	-	-	PF19174|Family of unknown function (DUF5856)				
SRR23967295_RNODE_675_length_59328_cov_17.82436	SRR23967295_RNODE_675_length_59328_cov_17.82436_48	36857	37054	-1							
SRR23967295_RNODE_675_length_59328_cov_17.82436	SRR23967295_RNODE_675_length_59328_cov_17.82436_49	37066	37467	-1			mobidb-lite|consensus disorder prediction				
